작가명,경매일,작품정보,추정가,낙찰가,차액
,2018.12.14,육각삼형제필통 木製六角三兄弟筆筒 | 나무에 조각 | 16.4x16.3x13.1cm,"1,500,000 - 3,500,000",낙찰 X,N/A
,2018.12.14,"동제용문향로 銅製龍文香爐 2점 | 동주물, 조각 | 22.2x14x14cm 외","1,000,000 - 2,500,000","1,300,000","300,000"
조선미술품제작소 朝鮮美術品製作所,2018.12.14,청동필통 靑銅筆筒 | 동에 조각 | 12.1x9.2x9.2cm,"1,500,000 - 3,000,000",낙찰 X,N/A
,2018.12.14,백자청화국화문연적 白磁靑華菊花文硯滴 | 2.2x5.9x5.1cm,"1,000,000 - 2,500,000",낙찰 X,N/A
,2018.12.14,백자유개필세 白磁有蓋筆洗 | 8x5.5x4cm,"1,200,000 - 2,500,000",낙찰 X,N/A
,2018.12.14,백자청화운룡문호 白磁靑華雲龍文壺 | 28x13.4x13.1cm,"3,500,000 - 6,000,000",낙찰 X,N/A
,2018.12.14,백자청화운룡문병 白磁靑畵雲龍文甁 | 27.2x11x6cm,"3,500,000 - 6,000,000",낙찰 X,N/A
,2018.12.14,백자청화초충문병 白磁靑畵草蟲文甁 | 21.3x9x4.4cm,"3,000,000 - 5,000,000",낙찰 X,N/A
김응현 金膺顯,2018.09.13,언충신행독경 言忠信行篤敬 | 1983년(계해) | 종이에 먹 | 32.8x65.2cm | 안동 安東/선경 善卿,"300,000 - 1,000,000","350,000","50,000"
유희강 柳熙綱,2018.09.13,용린봉저 龍鱗鳳翥 | 종이에 먹 | 32.1x117.7cm,"700,000 - 1,500,000","700,000",0
오세창 吳世昌,2018.09.13,성당연거 省堂燕居 | 1938년(무인) | 비단에 먹 | 31.8x108.1cm | 해주 海州/중명 仲銘,"1,000,000 - 2,500,000","1,000,000",0
작가미상,2018.09.13,만권당 萬卷堂 | 종이에 먹 | 48.5x105.1cm,"500,000 - 1,500,000",낙찰 X,N/A
김시종 金始鍾,2018.09.13,천행건군자이자강불식 天行健君子以自强不息 | 1978년(무오) | 종이에 먹 | 30.6x176.2cm,"1,000,000 - 2,000,000",낙찰 X,N/A
작가미상,2018.09.13,실사구시 實事求是 | 종이에 먹 | 15.2x38.2cm,"300,000 - 800,000",낙찰 X,N/A
윤용구 尹用求,2018.09.13,청계정 淸溪亭 | 종이에 먹 | 36.7x101.8cm | 해평 海平/주빈 周賓,"500,000 - 1,500,000","500,000",0
최범술 崔凡述,2018.09.13,다도무문 茶道無門 | 종이에 먹 | 31.3x126.7cm,"2,000,000 - 3,500,000",낙찰 X,N/A
유희강 柳熙綱,2018.09.13,반야심경 般若心經 | 1963년(계묘) | 종이에 먹 | 60x32cm,"700,000 - 2,000,000","700,000",0
오세창 吳世昌,2018.09.13,한경명 漢鏡銘 | 1943년(계미) | 종이에 먹 | 78.3x21.2cm | 해주 海州/중명 仲銘,"400,000 - 1,500,000",낙찰 X,N/A
정학교 丁學敎,2018.09.13,주자 朱子 시 : 납호 納湖 | 종이에 먹 | 132x27.5cm | 나주 羅州/화경 化境,"1,000,000 - 2,500,000",낙찰 X,N/A
김충현 金忠顯,2018.09.13,명대 銘帶·연경 硏經 대련 | 1984년(갑자) | 종이에 먹 | 123.6x32.5cmx2 | 안동 安東/서경 恕卿,"800,000 - 2,000,000","800,000",0
신익희 申翼熙,2018.09.13,민주경찰필수공자명강 民主警察必須公慈明剛 | 1955년 | 종이에 먹 | 33.1x118cm | 평산 平山/여구 汝耉,"600,000 - 1,500,000","600,000",0
김대중 金大中,2018.09.13,행동行動하는 양심良心으로 | 1991년 | 종이에 먹 | 47x35cm,"2,500,000 - 5,000,000",낙찰 X,N/A
김종필 金鐘泌,2018.09.13,상선여수 上善如水 | 1982년(임술) | 종이에 먹 | 115x44.4cm,"2,000,000 - 4,000,000",낙찰 X,N/A
김영삼 金泳三,2018.09.13,천진난만시오사 天眞爛漫是吾師 | 2001년 | 종이에 먹 | 134x34.2cm,"1,300,000 - 2,500,000",낙찰 X,N/A
송시열 宋時烈,2018.09.13,서간 書簡 | 1688년(무진) | 종이에 먹 | 31.8x40.8cm | 은진 恩津/영보 英甫,"1,000,000 - 2,500,000","1,800,000","800,000"
김상헌 金尙憲,2018.09.13,서간 書簡 | 1630년(경오) | 종이에 먹 | 22x32.5cm | 안동 安東/숙도 叔度,"1,200,000 - 2,500,000","1,500,000","300,000"
이하응 李昰應,2018.09.13,서간 書簡 | 1894년(갑년) | 종이에 먹 | 22x44.4cm | 전주 全州/시백 時伯,"1,500,000 - 3,000,000",낙찰 X,N/A
김택영 金澤榮,2018.09.13,서간 書簡·시고 詩稿 | 1916년(병진) | 종이에 먹 | 24.2x12.9cmx2 | 화개 花開/우림 于霖,"1,000,000 - 2,500,000",낙찰 X,N/A
김정희 金正喜,2018.09.13,"사 辭 3편 : 경루자 更漏子, 낭도사 浪淘沙, 상견환 相見歡 | 종이에 먹 | 15.8x35.6cm | 경주 慶州/원춘 元春","7,000,000 - 15,000,000","7,000,000",0
권돈인 權敦仁,2018.09.13,"일로향실 一罏香室 : 편액 | 나무에 서각, 채색 | 33x105cm | 안동 安東/경희 景羲","1,000,000 - 2,500,000","1,300,000","300,000"
김정희 金正喜,2018.09.13,시고 詩稿 | 종이에 먹 | 19.2x5cm | 경주 慶州/원춘 元春,"1,800,000 - 3,000,000","2,300,000","500,000"
소치 小癡,2018.09.13,예찬 倪瓚 : 제왕숙명암거고사도題王叔明岩居高士圖 | 종이에 먹 | 107.3x31.7cm | 양천 陽川/정일 精一,"1,500,000 - 3,000,000",낙찰 X,N/A
윤정현 尹定鉉,2018.09.13,시고 詩稿 : 술회 述懷 | 종이에 먹 | 23.4x38.7cm | 남원 南原/계우 季愚,"1,200,000 - 3,000,000",낙찰 X,N/A
권돈인 權敦仁,2018.09.13,서간 書簡 | 1833년(계사) | 종이에 먹 | 37.3x53.2cm | 안동 安東/경희 景羲,"1,000,000 - 3,000,000",낙찰 X,N/A
옹방강 翁方綱,2018.09.13,"제발문 題跋文 | 종이에 먹 | 22.1x12.2cm, 12x10.7cm","2,000,000 - 4,000,000","2,600,000","600,000"
이황 李滉,2018.09.13,"답황중거 答黃仲擧 : 제자 황중거黃仲擧(1517-1563)에게 보낸 담론 | 종이에 먹 | 29x5.5cm, 29x6cm | 진보 眞寶/경호 景浩","2,000,000 - 5,000,000","2,100,000","100,000"
유성룡 柳成龍,2018.09.13,서간 書簡 | 1577년(정축) | 종이에 먹 | 30.9x41.3cm | 풍산 豊山/이현 而見,"4,000,000 - 7,000,000","4,000,000",0
민영익 閔泳翊,2018.09.13,서간 書簡 | 1880년(경진) | 종이에 먹 | 22x35.9cm | 여흥 驢興/우홍 遇鴻,"1,000,000 - 2,000,000","1,000,000",0
김조순 金祖淳,2018.09.13,두보 杜甫 시 : 오종 위창조숭간 吾宗 衛倉曹崇簡 | 종이에 먹 | 185x68.8cm | 안동 安東/사원 士源,"5,000,000 - 10,000,000","5,000,000",0
윤순 尹淳,2018.09.13,"백하진첩 白下眞帖 | 종이에 먹 | 31.8x19.3cm, 42면 | 해평 海平/중화 仲和","6,000,000 - 12,000,000",낙찰 X,N/A
신위 申緯,2018.09.13,서간 書簡 | 1828년(무자) | 종이에 먹 | 38x52.5cm | 평산 平山/한수 漢叟,"800,000 - 2,000,000",낙찰 X,N/A
김상숙 金相肅,2018.09.13,시고첩 詩稿帖 : 도연명 陶淵明 시 13편 | 종이에 먹 | 22x12.1cm | 광산 光山/계윤 季潤,"1,500,000 - 4,000,000","2,400,000","900,000"
이원익 李元翼,2018.09.13,서간 書簡 | 1631년(신미) | 종이에 먹 | 27.3x20.3cm | 전주 全州/공려 公勵,"1,500,000 - 3,000,000",낙찰 X,N/A
박문수 朴文秀,2018.09.13,서간 書簡 | 1751년(신미) | 종이에 먹 | 34.4x54cm | 고령 高靈/성보 成甫,"1,000,000 - 2,500,000","2,000,000","1,000,000"
조종도 趙宗道,2018.09.13,서간 書簡 | 1597년(정유) | 종이에 먹 | 31.6x25.4cm | 함안 咸安/백유 伯由,"3,000,000 - 6,000,000","3,000,000",0
김장생 金長生,2018.09.13,서간 書簡 : 아들 김집 金集(1574-1656)에게 | 종이에 먹 | 23x30.1cm | 광산 光山/희원 希元,"3,000,000 - 7,000,000",낙찰 X,N/A
김집 金集,2018.09.13,서간 書簡 | 1646년(병술) | 종이에 먹 | 24.5x31.1cm | 광산 光山/사강 士剛,"1,000,000 - 2,000,000",낙찰 X,N/A
이경석 李景奭,2018.09.13,시고 詩稿 | 1639년(기묘) | 종이에 먹 | 27x48.5cm | 전주 全州/상보 尙輔,"800,000 - 2,000,000","800,000",0
김응조 金應祖,2018.09.13,서간 書簡 | 종이에 먹 | 18.5x29.4cm | 풍산 豊山/효징 孝徵,"1,000,000 - 2,000,000","1,000,000",0
서유구 徐有榘,2018.09.13,시고 詩稿 | 종이에 먹 | 21.5x12.3cm | 대구 大邱/준평 準平,"2,000,000 - 5,000,000","2,000,000",0
윤순 尹淳,2018.09.13,서간 書簡 | 1710년(경인) | 종이에 먹 | 28x66.2cm | 해평 海平/중화 仲和,"1,000,000 - 2,500,000","1,400,000","400,000"
이우면 李愚冕,2018.09.13,한문·한글서간 書簡 | 1904년(갑진) | 종이에 먹 | 24.5x118.9cm | 벽진 碧珍/성원 聖元,"500,000 - 1,500,000",낙찰 X,N/A
채유후 蔡裕後,2018.09.13,시고 詩稿 | 종이에 먹 | 18.8x45.5cm | 평강 平康/백창 伯昌,"800,000 - 2,000,000","800,000",0
정학연 丁學淵,2018.09.13,서간 書簡 : 호의 시오 縞衣 始悟(1778-1868)에게 | 1857년(정사) | 종이에 먹 | 24x88.9cm | 나주 羅州/치수 穉修,"2,000,000 - 4,000,000","2,200,000","200,000"
김택영 金澤榮,2018.09.13,서간 書簡 | 종이에 먹 | 24.9x29.7cm | 화개 花開/우림 于霖,"1,000,000 - 2,000,000","1,000,000",0
정인보 鄭寅普,2018.09.13,서간 書簡 | 종이에 먹 | 22.8x38.2cm | 동래 東萊/경업 經業,"1,500,000 - 2,500,000",낙찰 X,N/A
오세창 吳世昌,2018.09.13,위창 오세창 인보 葦滄 吳世昌 印譜 | 67.8x35.1cmx6 | 해주 海州/중명 仲銘,"1,000,000 - 2,500,000","1,800,000","800,000"
윤효정 尹孝定,2018.09.13,서예 書藝 | 1902년(임인) | 종이에 먹 | 132.9x34cm | 파평 坡平,"1,500,000 - 2,500,000","1,500,000",0
홍종우 洪鍾宇,2018.09.13,서예 書藝 | 종이에 먹 | 137.5x51cm | 남양 南陽/성숙 聲肅,"2,000,000 - 4,000,000","2,000,000",0
이철경 李喆卿,2018.09.13,가람 이병기 嘉藍 李秉岐(1891-1968) 시조 : 옥잠화 | 종이에 먹 | 27.3x35.9cm,"700,000 - 1,500,000",낙찰 X,N/A
김상옥 金相沃,2018.09.13,이상태 李相泰 시 : 거목의 그늘 | 1967년 | 종이에 먹 | 31.2x105cm,"800,000 - 2,000,000",낙찰 X,N/A
서경보 徐京保,2018.09.13,서예 書藝 | 1977년(정사) | 종이에 먹 | 125.5x63.5cm,"800,000 - 1,500,000",낙찰 X,N/A
송병준 宋秉畯,2018.09.13,서예 書藝 | 1914년(갑인) | 비단에 먹 | 115x34.1cm | 은진 恩津,"500,000 - 1,000,000","500,000",0
묵암스님 默菴,2018.09.13,유거 幽居 | 종이에 먹 | 33.3x54.2cm,"500,000 - 1,500,000","800,000","300,000"
권동수 權東壽,2018.09.13,와당문 瓦當文 | 종이에 먹 | 33x105.8cm | 안동 安東/치영 致永,"500,000 - 1,500,000","500,000",0
허련 許鍊,2018.09.13,산수 山水 | 종이에 수묵담채 | 73.2x34.6cm | 양천 陽川/정일 精一,"2,000,000 - 5,000,000",낙찰 X,N/A
신명연 申命衍,2018.09.13,괴석 怪石 | 종이에 수묵 | 108.2x28cm | 평산 平山/실부 實夫,"2,000,000 - 4,000,000",낙찰 X,N/A
이징 李澄,2018.09.13,수조 樹鳥 | 모시에 수묵담채 | 14.5x9cm | 전주 全州/자함子涵,"3,000,000 - 6,000,000","3,000,000",0
작가미상,2018.09.13,묵죽 墨竹 대련 | 종이에 수묵 | 36.5x27.6cmx2,"4,000,000 - 7,000,000","4,000,000",0
허련 許鍊,2018.09.13,노송 老松 | 종이에 수묵 | 55x30.1cm | 양천 陽川/정일 精一,"1,000,000 - 2,500,000","1,100,000","100,000"
작가미상,2018.09.13,소나무와 호랑이 松虎 | 종이에 수묵 | 95.4x62.5cm,"6,000,000 - 10,000,000","6,000,000",0
傳 이하응 李昰應,2018.09.13,석란 石蘭 대련 | 천에 수묵 | 127.2x30.4cmx2 | 전주 全州/시백 時伯,"8,000,000 - 15,000,000","8,000,000",0
작가미상,2018.09.13,책가 冊架 2폭 | 종이에 수묵담채 | 54.2x40cmx2,"3,000,000 - 6,000,000","3,000,000",0
작가미상,2018.09.13,유하고사 柳下高士 | 종이에 수묵 | 24.4x18.3cm,"1,200,000 - 3,000,000","1,500,000","300,000"
이진원 李眞源,2018.09.13,하경산수 夏景山水 | 비단에 수묵담채 | 97.1x32.5cm,"800,000 - 2,000,000","800,000",0
정학교 丁學敎,2018.09.13,묵죽 墨竹 | 종이에 수묵 | 90.5x39.4cm | 나주 羅州/화경 化境,"2,000,000 - 4,000,000","2,000,000",0
김양기 金良驥,2018.09.13,화조영모 花鳥翎毛 | 종이에 수묵담채 | 66x32cm | 김해 金海/천리 千里,"15,000,000 - 25,000,000","15,000,000",0
작가미상,2018.09.13,산수 山水 | 종이에 수묵 | 34.5x34.5cm,"1,000,000 - 2,000,000",낙찰 X,N/A
작가미상,2018.09.13,초충 草蟲 | 종이에 수묵담채 | 21.3x32.8cm,"7,000,000 - 12,000,000",낙찰 X,N/A
작가미상,2018.09.13,금강산 해금강 金剛山 海金剛 | 종이에 수묵담채 | 26.9x38.6cm,"1,000,000 - 2,000,000",낙찰 X,N/A
허백련 許百鍊,2018.09.13,추강귀조 秋江歸釣 | 종이에 수묵담채 | 23.5x35.1cm | 양천 陽川,"1,000,000 - 2,500,000","1,100,000","100,000"
이주필 李周弼,2018.09.13,안주지도 安洲地圖 : 백상루 百祥樓 | 비단에 수묵 | 34.5x61.2cm,"1,500,000 - 4,000,000","1,500,000",0
김영기 金永基,2018.09.13,묵란 墨蘭 | 1983년(계해) | 종이에 수묵 | 48.6x43cm,"300,000 - 600,000","300,000",0
고희동 高羲東,2018.09.13,산수 山水 | 종이에 수묵담채 | 35.1x136.9cm,"2,000,000 - 4,000,000",낙찰 X,N/A
작가미상,2018.09.13,"파초 芭蕉, 제시 題詩 : 해진시 解縉詩 | 종이에 수묵담채, 종이에 먹 | 26.5x25.9cm(화), 26.5x25.9cm(제시)","600,000 - 1,500,000","1,300,000","700,000"
허백련 許百鍊,2018.09.13,산수 山水 | 종이에 수묵담채 | 137.8x32.8cm | 양천 陽川,"800,000 - 2,000,000","800,000",0
윤영기 尹永基,2018.09.13,석란 石蘭 | 종이에 수묵 | 115x31.6cm,"600,000 - 1,200,000",낙찰 X,N/A
변관식 卞寬植,2018.09.13,하계산장 下溪山莊 | 종이에 수묵담채 | 12.3x45.3cm,"2,500,000 - 5,000,000",낙찰 X,N/A
이용우 李用雨,2018.09.13,춘강조어 春江釣魚 | 종이에 수묵담채 | 29.5x41.3cm,"700,000 - 2,000,000","700,000",0
이한복 李漢福,2018.09.13,월매 月梅 | 종이에 수묵담채 | 20.8x39cm | 전의 全義,"1,000,000 - 2,500,000","1,400,000","400,000"
서세옥 徐世鈺,2018.09.13,지석동춘 芝石同春 | 종이에 수묵담채 | 38x53.1cm,"1,000,000 - 2,500,000","1,100,000","100,000"
성재휴 成在烋,2018.09.13,산수 山水 | 종이에 수묵담채 | 130.5x30.9cm,"600,000 - 1,500,000",낙찰 X,N/A
김규진 金圭鎭,2018.09.13,묵죽 墨竹 | 종이에 수묵 | 109.5x32.3cm | 남평 南平 /용삼 容三,"600,000 - 1,200,000",낙찰 X,N/A
이응노 李應魯,2018.09.13,강아지 | 종이에 수묵 | 41.6x34cm | 전의 全義,"2,500,000 - 5,000,000","3,100,000","600,000"
김하종 金夏鍾,2018.09.13,연운산수 煙雲山水 | 1863년(계해) | 비단에 수묵 | 34x23cm,"3,000,000 - 6,000,000","3,000,000",0
방명 方洺,2018.09.13,포도 葡萄 | 종이에 수묵담채 | 152.9x41cm,"1,000,000 - 2,000,000",낙찰 X,N/A
정학교 丁學敎,2018.09.13,묵죽 墨竹 | 종이에 수묵 | 114.5x28.5cm | 나주 羅州/화경 化境,"2,000,000 - 4,000,000",낙찰 X,N/A
작가미상,2018.09.13,문자도십곡병 文字圖十曲屛 : 효제충신예의염치 孝悌忠信禮義廉恥 | 종이에 수묵채색 | 77x33.2cmx10,"6,000,000 - 10,000,000",낙찰 X,N/A
작가미상,2018.09.13,송학 松鶴 | 종이에 채색 | 79x40.3cm,"800,000 - 1,500,000","800,000",0
윤용구 尹用求,2018.09.13,괴석 怪石 | 1893년(계사) | 종이에 수묵 | 77.2x33.1cm | 해평 海平/주빈 周賓,"400,000 - 1,000,000",낙찰 X,N/A
이한복 李漢福,2018.09.13,잉어 鯉 | 1938년(무인) | 종이에 수묵담채 | 65.1x32cm | 전의 全義,"500,000 - 1,500,000","600,000","100,000"
김응원 金應元,2018.09.13,석란 石蘭 | 종이에 수묵 | 139x65.8cm,"1,600,000 - 3,500,000","1,600,000",0
작가미상,2018.09.13,연꽃과 물고기 蓮魚 | 종이에 수묵 | 33.7x30.4cm,"800,000 - 2,000,000",낙찰 X,N/A
김은호 金殷鎬,2018.09.13,기석수천고 奇石壽千古 | 1959년(기해) | 종이에 수묵담채 | 26.8x23.5cm,"600,000 - 1,500,000","700,000","100,000"
양기훈 楊基薰,2018.09.13,화조영모도십곡병 花鳥翎毛圖十曲屛 | 비단에 수묵 | 148x33.5cmx10 | 중화 中和/치남 痴南,"15,000,000 - 30,000,000","15,000,000",0
허백련 許百鍊,2018.09.13,산수 山水 | 종이에 수묵담채 | 137.6x67cm | 양천 陽川,"2,000,000 - 4,000,000","3,400,000","1,400,000"
"안중식 安中植, 조석진 趙錫晉 외 3명",2018.09.13,매난국죽석 梅蘭菊竹石 : 서화미술회 화과 교수 합작 書畵美術會 畵科 敎授 合作 | 종이에 수묵 | 132x32cm,"1,000,000 - 2,500,000","1,100,000","100,000"
작가미상,2018.09.13,매 사냥 | 종이에 수묵 | 17.7x19.5cm,"1,000,000 - 2,000,000","1,000,000",0
이상범 李象範,2018.09.13,봉래선산 蓬萊僊山 | 1928년(무진) | 비단에 수묵담채 | 31.5x85cm,"3,500,000 - 8,000,000",낙찰 X,N/A
장우성 張遇聖,2018.09.13,무지개 | 1982년(임술) | 종이에 수묵담채 | 30.7x40.7cm,"1,000,000 - 2,500,000","1,300,000","300,000"
안중식 安中植,2018.09.13,계정소하 溪亭消夏 : 부채 | 종이에 수묵담채 | 15.5x47.3cm | 순흥 順興/공립 公立,"1,500,000 - 3,000,000","1,600,000","100,000"
김규진 金圭鎭,2018.09.13,백마 白馬 | 1914년 (갑인) | 비단에 수묵채색 | 122.7x51.5cm | 남평 南平/용삼 容三,"4,000,000 - 8,000,000","5,500,000","1,500,000"
김준근 金俊根,2018.09.13,산수 山水 | 비단에 수묵 | 121.2x34cm,"2,000,000 - 5,000,000","2,000,000",0
김기창 金基昶,2018.09.13,부엉이 | 종이에 수묵담채 | 53.8x66.4cm,"3,000,000 - 7,000,000","3,000,000",0
이상범 李象範,2018.09.13,노포추용 老圃秋容 | 1971년(신해) | 종이에 수묵담채 | 32x40.5cm,"1,000,000 - 3,000,000",낙찰 X,N/A
작가미상,2018.09.13,오륜행실도팔곡병 五倫行實圖八曲屛 | 종이에 채색 | 58.8x36.4cmx8,"8,000,000 - 15,000,000",낙찰 X,N/A
작가미상,2018.09.13,폭포 瀑布 | 비단에 수묵 | 23.5x23.5cm,"1,000,000 - 2,000,000",낙찰 X,N/A
윤용구 尹用求,2018.09.13,예운림 한림도 필의 倪雲林 寒林圖 筆意 | 모시에 수묵 | 33.2x27cm | 해평 海平/주빈 周賓,"400,000 - 800,000","400,000",0
이도영 李道榮,2018.09.13,기러기 雁 | 1920년(경신) | 비단에 수묵담채 | 171.1x71cm,"6,000,000 - 12,000,000",낙찰 X,N/A
지운영 池雲英,2018.09.13,산수 山水 | 1922년(임술) | 비단에 수묵 | 121x42cm | 충주 忠州,"1,200,000 - 2,500,000",낙찰 X,N/A
윤영기 尹永基,2018.09.13,석란 石蘭 | 비단에 수묵 | 114.2x34.5cm,"500,000 - 1,200,000","500,000",0
작가미상,2018.09.13,화조 花鳥 | 종이에 채색 | 50.2x33.3cm,"400,000 - 1,000,000","400,000",0
김용진 金容鎭,2018.09.13,화훼 花卉 | 종이에 수묵담채 | 31.6x113.8cm | 안동 安東/성구 聖九,"500,000 - 1,200,000",낙찰 X,N/A
황성하 黃成河,2018.09.13,수하고사 樹下高士 : 지두화 指頭畵 | 종이에 수묵담채 | 134.2x39.5cm,"800,000 - 1,500,000","900,000","100,000"
이용우 李用雨,2018.09.13,대나무 竹·연 蓮 2폭 | 종이에 수묵담채 | 21x18cmx2,"600,000 - 1,300,000","600,000",0
김응원 金應元,2018.09.13,석란 石蘭 대련 | 비단에 수묵 | 142.5x44cmx2,"2,000,000 - 4,000,000","2,000,000",0
고희동 高羲東,2018.09.13,영지 靈芝와 매화 梅花 | 종이에 수묵담채 | 36x5.8cm,"500,000 - 1,500,000","700,000","200,000"
김학수 金學洙,2018.09.13,"무궁화삼천리 無窮花三千里 | 1996년 3월 1일 | 종이에 수묵담채, 먹 | 32.1x63.8cm","400,000 - 1,000,000","700,000","300,000"
박대성 朴大成,2018.09.13,석탑 石塔 | 종이에 수묵 | 38.9x47.9cm,"1,000,000 - 2,000,000","1,000,000",0
김상옥 金相沃,2018.09.13,수선화 水仙花 | 종이에 수묵담채 | 24.2x27.2cm,"700,000 - 1,500,000",낙찰 X,N/A
오윤 吳潤,2018.09.13,밭일 : 판화 | 종이에 목판화 (사후판화) | 49x35.4cm,"700,000 - 2,000,000",낙찰 X,N/A
김규진 金圭鎭,2018.09.13,해강난죽보 海岡蘭竹譜 | 석인본 | 29.5x18.3cmx2 | 남평 南平/용삼 容三,"1,000,000 - 2,000,000",낙찰 X,N/A
,2018.09.13,호태왕비쌍구본 好太王碑雙鉤本 | 종이에 인쇄 | 30.2x17.5cmx6,"1,500,000 - 3,000,000","3,100,000","1,600,000"
,2018.09.13,삼국지 三國志 7권 : 한글필사본 | 종이에 먹 | 29.1x19.6cm,"12,000,000 - 17,000,000",낙찰 X,N/A
,2018.09.13,한옹문답 : 한글필사본 | 종이에 먹 | 26.3x21.3cm,"5,000,000 - 10,000,000",낙찰 X,N/A
,2018.09.13,성수도 星宿圖 : 구장천상열차분야지도 舊藏天上列次分野之圖 | 정유 丁酉 | 종이에 목판인쇄 | 54.2x43.7cm,"1,000,000 - 3,000,000","1,000,000",0
,2018.09.13,"은제·동제약수저 銀製·銅製藥匙 8점 일괄 | 은에 조각, 동에 조각 | 22x2.2cm 외","1,500,000 - 4,000,000","3,100,000","1,600,000"
,2018.09.13,동제은상감표주박 銅製銀象嵌瓢 | 동에 은상감 | 4.5x13.4x7.3cm,"1,500,000 - 3,000,000",낙찰 X,N/A
,2018.09.13,"은제비취·산호장식나비브로치 銀製翡翠·珊瑚蝶文裝身具, 은제비취장식귀이개뒤꽂이 銀製翡翠裝飾耳穵子簪 2점 일괄 | 은에 비취, 산호장식 | 브로치 0.8x11.3x3.2cm, 뒤꽂이 0.8x4.8x6.1cm","2,000,000 - 4,000,000","2,000,000",0
,2018.09.13,동제운룡문자물통 銅製雲龍文鎖 | 동에 조각 | 2.4x25x6cm,"1,500,000 - 3,000,000","1,500,000",0
,2018.09.13,"주칠나전장식반상 朱漆螺鈿裝飾盤床 : 명휘원 明暉園 | 나무에 주칠, 나전장식 | 25x45.7x45.7cm","3,000,000 - 5,000,000",낙찰 X,N/A
,2018.09.13,"목안 木雁 | 나무에 조각, 채색 | 23.6x13x38.5cm","6,500,000 - 12,000,000",낙찰 X,N/A
,2018.09.13,서류함 書類函 | 나무에 금속장식 | 13.3x13.4x45.3cm,"1,500,000 - 3,000,000",낙찰 X,N/A
,2018.09.13,"목제산수문필통 木製山水文筆筒 | 나무에 조각, 칠 | 18.2x14.5x14.5cm","1,500,000 - 3,000,000","1,500,000",0
,2018.09.13,서안 書案 | 나무에 조각 | 29x28.2x55cm,"1,800,000 - 3,500,000","1,800,000",0
,2018.09.13,목제 촛대 木製燭臺 2점 | 나무에 조각 | 37x15x15cmx2,"1,000,000 - 2,000,000","1,000,000",0
,2018.09.13,뒤주 穀匣 | 나무에 금속장식 | 52.6x44x62cm,"600,000 - 1,500,000",낙찰 X,N/A
,2018.09.13,"목제연화문진맥대 木製蓮花文診脈臺 | 나무에 조각, 칠 | 14.7x14.2x6.3cm","3,500,000 - 6,000,000","3,500,000",0
,2018.09.13,곱돌향로 石製香爐 | 돌에 조각 | 10x13.3x7.6cm,"1,000,000 - 2,000,000","1,000,000",0
,2018.09.13,곱돌주전자 石製注子 | 돌에 조각 | 18x7x12.5cm,"7,000,000 - 15,000,000",낙찰 X,N/A
,2018.09.13,곱돌재떨이 石製煙盤 : 수복강녕 壽福康寧 | 돌에 조각 | 3.6x12x11.8cm,"1,000,000 - 3,000,000",낙찰 X,N/A
,2018.09.13,곱돌용두장식필세 石製龍頭裝飾筆洗 | 돌에 조각 | 4.2x8.9x6.8cm,"500,000 - 1,200,000",낙찰 X,N/A
,2018.09.13,매화문연 梅花文硯 | 돌에 조각 | 4x16x10.5cm,"1,700,000 - 3,000,000",낙찰 X,N/A
,2018.09.13,등용문연 登龍門硯 | 돌에 조각 | 2x21.6x21.4cm,"2,000,000 - 4,000,000",낙찰 X,N/A
,2018.09.13,용호연 龍虎硯 | 돌에 조각 | 2.7x20.2x26.5cm,"1,500,000 - 3,000,000",낙찰 X,N/A
,2018.09.13,한반도연 韓半島硯 | 3x24.4x15.3cm,"7,000,000 - 12,000,000",낙찰 X,N/A
,2018.09.13,도형연적 桃型硯滴 | 5x4cm,"3,500,000 - 7,000,000",낙찰 X,N/A
,2018.09.13,백자청화산수문연적 白磁磁靑華山水文硯滴 | 3.2x7.4x7.6cm,"1,800,000 - 3,000,000",낙찰 X,N/A
,2018.09.13,백자청화초화국화문병 白磁靑華草花菊花文甁 | 오동상자 | 14.7x2.6x6.2cm,"2,500,000 - 5,000,000",낙찰 X,N/A
,2018.09.13,백자청화수복문접시 白磁靑華壽福文楪匙 | 4x14.2x7.7cm,"1,300,000 - 3,000,000","1,300,000",0
김돈희 金敦熙,2018.06.21,서소 書巢 | 종이에 먹 | 29.5x53.2cm | 경주 慶州/공숙 公叔,"400,000 - 1,000,000",낙찰 X,N/A
이한복 李漢福,2018.06.21,동헌무궁 東軒無窮 | 1941년(신사) | 종이에 먹 | 28.9x111.2cm | 전의 全義,"1,000,000 - 2,500,000","1,000,000",0
함태영 咸台永,2018.06.21,온고지신 溫故知新 | 1956년(병신) | 종이에 먹 | 32.4x129.8cm | 강릉 江陵,"800,000 - 2,000,000",낙찰 X,N/A
서희환 徐喜煥,2018.06.21,장락십생 長樂十生 | 종이에 먹 | 38.9x29.2cm,"400,000 - 1,000,000","800,000","400,000"
이가원 李家源,2018.06.21,마아철저 磨我鐵杵 | 1977년(정사) | 종이에 먹 | 65x32.8cm | 진보 眞寶,"300,000 - 1,000,000","300,000",0
오세창 吳世昌,2018.06.21,산천재 山泉齋 | 종이에 먹 | 37.7x121.6cm | 해주 海州/중명 仲銘,"500,000 - 1,500,000","900,000","400,000"
