날짜,제목,작가,생존여부,연도,재료,크기,추정가,낙찰가
2012-12-06,묵란도: 선면,소호 김응원,사망,null,비단에 수묵담채,17.5x52cm,"1,000,000",N/A
2012-12-06,묵죽도,일주 김진우,사망,null,종이에 수묵,23x31.5cm,"800,000",N/A
2012-12-06,선유,근원 김용준,사망,null,종이에 수묵담채,28x21cm,"2,000,000",N/A
2012-12-06,묵포도도,작자미상,null,null,종이에 수묵,116.5x45cm,"1,500,000",N/A
2012-12-06,왕희지 초음관아도,작자미상,null,null,비단에 수묵담채,164.5x43cm,"2,000,000",N/A
2012-12-06,연로도,작자미상,null,null,종이에 수묵,36.5x27.5cm,"3,000,000",N/A
2012-12-06,노안도,석연 양기훈,사망,null,종이에 수묵담채,75.5x55cm,"1,500,000",N/A
2012-12-06,호작도,작자미상,null,null,종이에 수묵담채,59x32cm,"6,500,000",N/A
2012-12-06,화훼초충도6곡병,작자미상,null,null,종이에 채색,각 59x30cm,"10,000,000",N/A
2012-12-06,백동자도6곡병,작자미상,null,null,종이에 채색,81x240cm,"5,000,000",N/A
2012-12-06,탐매도,혜촌 김학수,사망,1973,종이에 수묵담채,35.5x105.5cm,"1,500,000",N/A
2012-09-13,세한삼우도 : 시암 배길기 1917-1999 선생께,월전 장우성,사망,1956,종이에 수묵담채,32x205.5cm,"4,000,000",N/A
2012-09-13,석란도,석재 서병오,사망,1928,종이에 수묵담채,137x33.5cm,"1,500,000",N/A
2012-09-13,묵죽도 대련,몽인 정학교,사망,1910,종이에 수묵담채,각 144x39cm,"3,000,000",N/A
2012-09-13,"묵란, 묵죽도 대련",운미 민영익,사망,null,비단에 수묵,각 126x39.5cm,"12,000,000",N/A
2012-09-13,산수도,이당 김은호,사망,null,비단에 수묵,148x43cm,"4,000,000",N/A
2012-09-13,묵죽도10곡병,해강 김규진,사망,null,비단에 수묵,각 133.5x38cm,"12,000,000",N/A
2012-09-13,묵죽도6곡병,고암 이응노,사망,1941,종이에 수묵,128.5x280cm,,N/A
2012-09-13,산수도8곡병,목재 허행면,사망,null,종이에 수묵담채,136.5x330.5cm,"5,000,000",N/A
2012-09-13,"추성부도, 세동도",이당 김은호,사망,null,비단에 수묵담채,각 127x40.5cm,"10,000,000",N/A
2012-09-13,소동파유적벽도,백련 지운영,사망,1932,비단에 수묵,51x112cm,"5,000,000",N/A
2012-09-13,죽하미인도,소림 조석진,사망,1915,종이에 수묵,51x24.5cm,"1,500,000",N/A
2012-09-13,백모란도,운보 김기창,사망,null,비단에 수묵담채,136x66cm,"5,000,000",N/A
2012-09-13,불로도 : 사슴과 영지,작자미상,null,null,비단의 채색,70.5x26cm,"1,000,000",N/A
2012-09-13,무송반환도,백련 지운영,사망,null,종이에 수묵담채,134.3x66cm,"4,000,000",N/A
2012-09-13,산수도,작자미상,null,null,종이에 수묵담채,24x17.5cm,"3,000,000",N/A
2012-09-13,묵죽도,작자미상,null,null,종이에 수묵,25x23cm,"2,000,000",N/A
2012-09-13,계회도,작자미상,null,17세기,종이에 수묵담채,117x88.5cm,"20,000,000",N/A
2012-09-13,묵매도,작자미상,null,null,종이에 수묵,84.5x45cm,"4,000,000",N/A
2012-09-13,총석정도,작자미상,null,null,종이에 수묵,31.8x18.6cm,"1,000,000",N/A
2012-09-13,서조도,허주 이징,사망,null,비단에 수묵,41.5x33cm,"20,000,000",N/A
2012-09-13,평양성도8곡병,작자미상,null,무진 戊辰,종이에 수묵담채,98x332cm,"30,000,000",N/A
2012-09-13,묵죽도 대련,낭곡 최석환,사망,null,종이에 수묵,76.5x342cm,"12,000,000",N/A
2012-09-13,묵죽도 대련,수운 유덕장,사망,1747,종이에 수묵,각 129x56cm,"15,000,000",N/A
2012-09-13,초충도 대련,작자미상,null,null,종이에 수묵담채,각 22.5x23cm,"9,000,000",N/A
2012-09-13,희작도,고송유수관도인 이인문,사망,null,종이에 수묵담채,24x43cm,"20,000,000",N/A
2012-09-13,맹호도,단원 김홍도,사망,null,비단에 수묵담채,41x26cm,"100,000,000",N/A
2012-09-13,화조도8곡병,작자미상,null,null,종이에 수묵담채,각 73x44cm,"30,000,000",N/A
2012-09-13,백동자도12곡병,작자미상,null,null,종이에 채색,각 73x31cm,"8,000,000",N/A
2012-09-13,효제문자도8곡병,작자미상,null,null,종이에 수묵채색,각 89.5x36.5cm,"12,000,000",N/A
2012-09-13,귀어한담도,지우재 정수영,사망,null,종이에 수묵담채,32.5x40cm,"3,000,000",N/A
2012-09-13,산수도,가이관 김정수,null,18세기,종이에 수묵,27.9x26cm,"3,000,000",N/A
2012-09-13,여산폭포도,기야 이방운,사망,null,종이에 수묵담채,49.5x34cm,"12,000,000",N/A
2012-09-13,축수도 : 쌍학봉도도,작자미상,null,null,종이에 수묵담채,22.5x32cm,"10,000,000",N/A
2012-09-13,운선동,전 복헌 김응환,사망,null,종이에 수묵담채,31.5x46.5cm,"30,000,000",N/A
2012-09-13,추경산수도,소정 변관식,사망,null,종이에 수묵담채,140x36.5cm,"4,000,000",N/A
2012-09-13,노안도 대련 경야에게,석연 양기훈,사망,null,천에 수묵,각 126X35cm,"1,500,000",N/A
2012-09-13,호취도,석연 양기훈,사망,null,종이에 수묵,徑 22.7cm,"1,500,000",N/A
2012-09-13,봉래선경도 석정 어머님께,심전 안중식,사망,1918,비단에 수묵담채,147x37.5cm,"8,000,000",N/A
2012-09-13,꽃바람,이수동,사망,null,종이에 수채,16x52cm,"1,000,000",N/A
2012-09-13,풍경,장욱진,사망,1978,종이에 마카,16.5x51cm,"5,000,000",N/A
2012-09-13,드로잉 6점,임직순,사망,null,종이에 수채,"1_35.5x26.5, 2_33x24, 3_33x25, 4_11.5x19, 5_11x33.5, 6_11.5x35cm","9,000,000",N/A
2012-09-13,Foot Print-0809ZF,김창영,사망,2008,캔버스 혼합재료,173x102cm,"16,000,000",N/A
2012-09-13,삽화,이왈종,사망,null,혼합재료,23.5x32.5cm,"2,000,000",N/A
2012-09-13,소,고암 이응노,사망,1969,종이에 수묵담채,15.5x31cm,"1,000,000",N/A
2012-09-13,강촌풍경,고암 이응노,사망,null,종이에 수묵담채,37.5x52cm,"3,000,000",N/A
2012-09-13,서양한국고지도,토마스 키친,사망,18세기,종이에 목판인쇄,28.8x22cm,"1,000,000",N/A
2012-09-13,미인도,목불 장운상,사망,null,종이에 수묵담채,55x42cm,"1,500,000",N/A
2012-09-13,부귀도,운보 김기창,사망,1976,비단에 수묵담채,55x75cm,"3,000,000",N/A
2012-09-13,부귀도,제당 배렴,사망,1959,비단에 수묵담채,127.5x31cm,"2,000,000",N/A
2012-09-13,추경산수도 : 선면,청전 이상범,사망,1965,종이에 수묵담채,15x45.5cm,"4,000,000",N/A
2012-09-13,송하한담도 : 선면,춘곡 고희동,사망,1929,비단에 수묵담채,13.5x44cm,"1,000,000",N/A
2012-09-13,산수도,심산 노수현,사망,null,종이에 수묵담채,17x52.5cm,"3,000,000",N/A
2012-09-13,"묵매도 : 송사 선생께, 조선저축은행 기념품",이당 김은호,사망,null,종이에 수묵,12.5x40cm,"1,000,000",N/A
2012-09-13,산수도8곡병,작자미상,null,null,종이에 수묵담채,101x264.5cm,"6,000,000",N/A
2012-09-13,장미,월전 장우성,사망,null,종이에 수묵담채,66x124cm,"3,000,000",N/A
2012-09-13,송학산수도,유산 민경갑,사망,1979,종이에 수묵담채,24.5x34.8cm,"800,000",N/A
2012-09-13,춘경산수도,의재 허백련,사망,null,종이에 수묵,24x35.5cm,"2,000,000",N/A
2012-09-13,해금강도,백련 지운영,사망,1927,비단에 수묵담채,130.5x36.5cm,"1,500,000",N/A
2012-09-13,고사관경도,남정 박노수,사망,1974,종이에 수묵담채,46x68.5cm,"3,000,000",N/A
2012-09-13,맹호도,우석 황종하,사망,null,비단에 수묵담채,37x48.5cm,"3,000,000",N/A
2012-09-13,금오계회도,작자미상,null,null,종이에 수묵담채,29.5x39.5cm,"1,200,000",N/A
2012-09-13,무속화,작자미상,null,null,비단에 채색,74x55cm,"3,500,000",N/A
2012-09-13,화조도8곡병,작자미상,null,null,종이에 수묵채색,각 87x36cm,"12,000,000",N/A
2012-09-13,산신도,작자미상,null,null,비단에 채색,73.4x54.3cm,"12,000,000",N/A
2012-09-13,금강역사도 대련,작자미상,null,null,종이에 채색,각 120.5x67cm,"30,000,000",N/A
2012-09-13,보살도 대련,작자미상,null,null,종이에 채색,120x67cm,"35,000,000",N/A
2012-09-13,신중도,작자미상,null,null,비단에 채색,77.5x77cm,"30,000,000",N/A
2012-09-13,석란도 : 중뢰 군에게,소호 김응원,사망,null,비단에 수묵,119x42.3cm,"700,000",N/A
2012-09-13,석란도,소호 김응원,사망,null,종이에 수묵,139.5x40.5cm,"800,000",N/A
2012-09-13,세죽도,해강 김규진,사망,null,종이에 수묵,101.5X31.7cm,"800,000",N/A
2012-09-13,묵죽도,일주 김진우,사망,null,종이에 수묵,125X29cm,"600,000",N/A
2012-09-13,풍죽도 : 등정에게,해강 김규진,사망,null,비단에 수묵,138X39cm,"1,000,000",N/A
2012-09-13,묵란도,소호 김응원,사망,null,비단에 수묵,116X51.5cm,"1,000,000",N/A
2012-09-13,난죽도,소호 김응원,사망,null,종이에 수묵,98x50cm,"2,000,000",N/A
2012-05-31,일본명사서화집아첩,소실취운 외,사망,null,"종이에 먹, 수묵담채",23.5x18cm,"2,000,000","2,500,000"
2012-05-31,석란도,"백송 지창한, 석재 서병오",사망,1917,종이에 수묵,134.5x65cm,"2,500,000","5,000,000"
2012-05-31,귀조도,석촌 윤용구,사망,null,종이에 수묵담채,29x40cm,"1,000,000","1,000,000"
2012-05-31,괴석도 묵란도 대련,null,null,null,종이에 수묵,"각 132x34, 132x32cm","1,200,000",N/A
2012-05-31,어해도 대련,위사 강필주,사망,null,종이에 수묵담채,각 100x31.1cm,"2,000,000","2,000,000"
2012-05-31,수조도 : 서희 를 본뜨다,임당 백은배,사망,null,종이에 수묵담채,49x36cm,"6,000,000",N/A
2012-05-31,소림모옥도 : 해석 에게,애춘 신명연,사망,1859,종이에 수묵,53x31cm,"3,000,000","3,000,000"
2012-05-31,산수도,소치 허련,사망,null,종이에 수묵담채,106x31cm,"2,500,000","2,500,000"
2012-05-31,화조영모도10곡병,심향 박승무,사망,1934,비단에 수묵담채,130x35.5cm,"18,000,000","18,000,000"
2012-05-31,설경산수도,청전 이상범,사망,null,종이에 수묵담채,32x127cm,"25,000,000","25,000,000"
2012-05-31,녹수평파,소정 변관식,사망,1959,종이에 수묵담채,23.5x32cm,"4,500,000","4,700,000"
2012-05-31,산수도,소정 변관식,사망,null,종이에 수묵담채,33.5x63cm,"7,000,000","7,000,000"
2012-05-31,낙의상관,null,null,null,종이에 수묵,26x39cm,"6,000,000","6,000,000"
2012-05-31,묵죽도,창강 조속,사망,null,종이에 수묵,80x53cm,"8,000,000","8,000,000"
2012-05-31,석란도,석파 이하응,사망,null,비단에 수묵,116x35cm,"10,000,000","10,000,000"
2012-05-31,묵란도8곡병,석파 이하응,사망,1883,종이에 수묵,각 134.5x33cm,"70,000,000",N/A
2012-05-31,노안도10곡병,석연 양기훈,사망,1903,비단에 수묵담채,141x335.6cm,"20,000,000","20,000,000"
2012-05-31,묵란도,기야 이방운,사망,null,종이에 수묵,40x54.5cm,"6,000,000","7,000,000"
2012-05-31,연화도,기야 이방운,사망,null,종이에 수묵,40x54.5cm,"6,000,000","7,000,000"
2012-05-31,목우도,양송당 김시,사망,null,종이에 수묵,26x28cm,"18,000,000","30,000,000"
2012-05-31,산수도,양송당 김시,사망,null,종이에 수묵,29.5x32.5cm,"12,000,000","14,000,000"
2012-05-31,유압도,전 허주 이징,사망,null,종이에 수묵,95.5x56cm,"10,000,000","16,000,000"
2012-05-31,산수도,호생관 최북,null,null,종이에 수묵담채,23x19cm,"20,000,000","20,000,000"
2012-05-31,초충도,null,null,null,종이에 수묵담채,25x14.5cm,"3,000,000","3,100,000"
2012-05-31,춘경산수도,null,null,null,모시에 수묵담채,24x16cm,"1,500,000",N/A
2012-05-31,산수인물도,창곡 홍득구,사망,null,비단에 수묵담채,26x17.5cm,"20,000,000",N/A
2012-05-31,곽분양행락도8곡병,null,null,null,비단에 수묵채색,115.6×317cm,"50,000,000","78,000,000"
2012-05-31,삼국지연의도8곡병,null,null,null,종이에 수묵채색,각 124.5x47.5cm,"30,000,000","36,000,000"
2012-05-31,"모계영자도, 노해도","정재 오일영, 심전 안중식",사망,1919,비단에 수묵채색,각 160x34cm,"10,000,000","5,000,000"
2012-05-31,산수인물도,청고 윤용,사망,null,종이에 수묵담채,11.5x8.5cm,"7,000,000",N/A
2012-05-31,자수화조도8곡병,null,null,null,비단에 자수,각 125x34.5cm,"35,000,000",N/A
2012-05-31,감모여재도,null,null,null,종이에 수묵채색,62x44cm,"5,000,000",N/A
2012-05-31,석가여래도 : 남무다보여래,null,null,1806,비단에 수묵채색,112x56cm,"7,000,000",N/A
2012-05-31,경월당 진영 : 명적암,null,null,1702,비단에 채색,123.5x90cm,"18,000,000",N/A
2012-05-31,노승도,null,null,null,비단에 채색,82.5x59.5cm,"3,000,000","3,100,000"
2012-05-31,세느강,권순철,사망,1992,캔버스에 유채,40.9x27.3cm (6),"3,000,000","3,000,000"
2012-05-31,백운정,김상유,사망,1986,캔버스에 유채,53x45.5cm (10),"8,000,000",N/A
2012-05-31,골목풍경,원계홍,사망,null,캔버스에 유채,31.8x40.9cm (6),"15,000,000","15,000,000"
2012-05-31,산,원계홍,사망,null,캔버스에 유채,31.8x40.9cm (6),"12,000,000","12,000,000"
2012-05-31,묘법 No. 29-78,박서보,사망,1978,캔버스에 혼합재료,72.7x60.6cm (20),"18,000,000","18,000,000"
2012-05-31,설악산,김종학,사망,null,캔버스에 유채,45.5x53cm (10),"18,000,000",N/A
2012-05-31,여인,최영림,사망,1985,종이에 혼합재료,45.5x38cm (8),"12,000,000",N/A
2012-05-31,하모니즘,김흥수,사망,2009,혼합재료,38x45.5cm (8),"25,000,000",N/A
2012-05-31,"Mountain, Wind, Moon Jar",강익중,사망,2008,나무에 혼합재료,76.2x76.2cm,"15,000,000",N/A
2012-05-31,Happy Buddha with Wind and Moon Jar,강익중,사망,2008,나무에 혼합재료,76.2x76.2cm,"12,000,000",N/A
2012-05-31,산,황염수,사망,null,캔버스에 유채,45.5x60.5cm (12),"35,000,000",N/A
2012-05-31,무제 79-12-3,정상화,사망,1979,캔버스에 아크릴릭,59x37cm,"1,200,000,020,000,000","12,000,000"
2012-05-31,꽃과 나무,장욱진,사망,1984,캔버스에 유채,27.3x22cm (3),,"90,000,000"
2012-05-31,무제,정규,사망,null,캔버스에 유채,44.8x33cm (8),,N/A
2012-05-31,정물,장순업,사망,1991,캔버스에 유채,65.1x90.9cm (30),"4,000,000","4,000,000"
2012-05-31,무제,최울가,사망,null,종이에 수채,36.5x94.5cm,"6,000,000","6,000,000"
2012-05-31,무제,오순환,사망,2011,캔버스에 아크릴릭,80.3x116.7cm (50),"6,000,000","6,000,000"
2012-05-31,무제,오순환,사망,2010,캔버스에 아크릴릭,91x116.7cm (50),"8,000,000","8,000,000"
2012-05-31,Overlapping Image S91010S,이호련,사망,2009,캔버스에 유채,116.8x91cm (50),"10,000,000","8,000,000"
2012-05-31,The Face,황호섭,사망,null,혼합재료,22x16cm,"3,000,000","3,000,000"
2012-05-31,Buddha,황호섭,사망,null,혼합재료,13.5x7.5cm,"2,000,000","2,000,000"
2012-05-31,신선도 : 견수성,이당 김은호,사망,null,종이에 수묵담채,33x46cm,"2,000,000","1,500,000"
2012-05-31,선유도,심향 박승무,사망,null,종이에 수묵담채,31.5x46.5cm,"800,000","800,000"
2012-05-31,1981,유산 민경갑,사망,1981,종이에 수묵담채,40.5x57cm,"1,500,000","1,600,000"
2012-05-31,모란도,유산 민경갑,사망,null,종이에 수묵담채,48.5x45.5cm,"800,000","800,000"
2012-05-31,"황국, 석류",영운 김용진,사망,null,종이에 수묵담채,"각 32.5x42, 43.5x42cm","800,000",N/A
2012-05-31,추경산수도,월전 장우성,사망,1975,종이에 수묵담채,54x68.5cm,"1,800,000","1,800,000"
2012-05-31,"풍죽, 목련도",의재 허백련,사망,null,종이에 수묵,각 114x32cm,"2,000,000","2,000,000"
2012-05-31,설경산수도,남정 박노수,사망,1958,종이에 수묵,131.5x34cm,"1,500,000","1,500,000"
2012-05-31,죽석도,소치 허련,사망,null,종이에 수묵,122.5x33.5cm,"2,000,000",N/A
2012-05-31,묵란도,정재 오일영,사망,null,종이에 수묵,124x27cm,"800,000","800,000"
2012-05-31,화조도,관재 이도영,사망,null,종이에 수묵담채,134x32cm,"1,000,000","1,000,000"
2012-05-31,성재수첩 : 근대명인서화첩,위창 오세창,사망,1932,"종이에 먹, 수묵담채",각 24x33cm,"4,500,000",N/A
2012-05-31,청산백운도,의재 허백련,사망,null,종이에 수묵담채,16x48.5cm,"1,200,000","1,200,000"
2012-05-31,추경산수도,의재 허백련,사망,null,종이에 수묵담채,43.5x28.5cm,"1,000,000","2,000,000"
2012-05-31,산수도,심향 박승무,사망,1956,종이에 수묵담채,31.5x109.5cm,"1,500,000",N/A
2012-05-31,자등화,심경 박세원,사망,1972,종이에 수묵담채,43.5x34cm,"700,000","800,000"
2012-05-31,춘경산수도,소정 변관식,사망,null,종이에 수묵담채,119.5x29.5cm,"1,500,000",N/A
2012-05-31,산수도,소정 변관식,사망,null,종이에 수묵담채,130x34cm,"1,800,000","1,800,000"
2012-05-31,범주도,청전 이상범,사망,null,종이에 수묵담채,21x28.6cm,"3,500,000","3,500,000"
2012-05-31,사군자합작도,청전 이상범,사망,null,종이에 수묵담채,32.5x128.5cm,"2,500,000",N/A
2012-05-31,묵란도,석파 이하응,사망,1898,종이에 수묵,135x32cm,"4,500,000",N/A
2012-05-31,묵란도,소호 김응원,사망,null,종이에 수묵,144.5x41.5cm,"1,000,000","1,000,000"
2012-05-31,묵란도,소호 김응원,사망,null,종이에 수묵,142x42cm,"1,000,000","1,000,000"
2012-05-31,묵란도 묵죽도,해강 김규진,사망,null,종이에 수묵,각 33x137.5cm,"1,500,000",N/A
2012-05-31,상산사호도,작자미상,null,null,종이에 채색,92x48.5cm,"4,000,000",N/A
2012-05-31,민화 : 꿩,작자미상,null,null,종이에 채색,54x34cm,"500,000",N/A
2012-05-31,송학도,작자미상,null,null,종이에 채색,108x52cm,"1,500,000",N/A
2012-05-31,장생도 : 학과 거북이,작자미상,null,null,종이에 채색,60x32.5cm,"2,500,000","2,500,000"
2012-05-31,경작도 대련,작자미상,null,null,비단에 채색,각 122.5x31cm,"10,000,000",N/A
2012-05-31,주문공(주자)화상,정신태 발,null,null,"종이에 수묵담채, 종이에 먹","畵-47x25.5cm, 書-52x34cm","3,000,000",N/A
2012-05-31,축수도,임당 백은배,사망,null,종이에 수묵담채,각 43x31cm,"2,000,000",N/A
2012-05-31,도석인물도,작자미상,null,null,종이에 수묵담채,60x43cm,"2,000,000",N/A
2012-05-31,산수도,괴당 진형각,사망,1917,종이에 수묵,134.5x27cm,"2,000,000","2,000,000"
2012-03-22,신록,노산 이은상,사망,1969,종이에 수묵담채,42x31.5cm,"1,500,000","1,500,000"
2012-03-22,참새,이당 김은호,사망,null,종이에 수묵채색,27.5x49cm,"1,000,000","1,000,000"
2012-03-22,성불사,노산 이은상,사망,null,종이에 수묵담채,63.5x32.2cm,"3,500,000","4,000,000"
2012-03-22,풍죽도,해강 김규진,사망,null,종이에 수묵,134.5x40.5cm,"1,000,000",N/A
2012-03-22,태호산석도,몽인 정학교,사망,null,종이에 수묵,127.5x33.5cm,"2,000,000","2,000,000"
2012-03-22,"비파, 복숭아",유산 민경갑,사망,null,종이에 수묵채색,각 138x34.5cm,"1,500,000","1,500,000"
2012-03-22,바보산수,운보 김기창,사망,1975,종이에 수묵채색,52.3x56.5cm,"9,000,000",N/A
2012-03-22,어룡도,내고 박생광,사망,null,종이에 수묵채색,16.5x51cm,"17,000,000",N/A
2012-03-22,설경산수도,심향 박승무,사망,null,종이에 수묵담채,33.5x127cm,"1,500,000","1,900,000"
2012-03-22,원형산수도 4점,심산 노수현,사망,1975,비단에 수묵담채,각 24cm,"2,000,000","4,200,000"
2012-03-22,설경산수도,청전 이상범,사망,null,종이에 수묵담채,31.5x66cm,"13,000,000","11,000,000"
2012-03-22,사계산수도 4점,심산 노수현,사망,null,비단에 수묵담채,각 161x35cm,"5,000,000","5,300,000"
2012-03-22,송학도,운보 김기창,사망,null,종이에 수묵담채,47.5x37.5cm,"3,500,000","3,500,000"
2012-03-22,달마도,무호 이한복,사망,1930,종이에 수묵담채,25x32.8cm,"1,000,000","2,700,000"
2012-03-22,미인도,운보 김기창,사망,null,비단에 채색,118.8x40.5cm,"3,000,000","4,000,000"
2012-03-22,송학도,소림 조석진,사망,null,종이에 수묵담채,94.8x39.4cm,"3,000,000",N/A
2012-03-22,주상관수도,심전 안중식,사망,null,종이에 수묵담채,17x58cm,"2,000,000","2,000,000"
2012-03-22,우경산수도,백송 지창한,사망,null,종이에 수묵담채,27x35cm,"1,000,000","1,000,000"
2012-03-22,노안도,묵로 이용우,사망,null,종이에 수묵담채,133x33cm,"1,000,000","1,000,000"
2012-03-22,강변수조도,의재 허백련,사망,null,종이에 수묵담채,130.5x32cm,"1,500,000","1,500,000"
2012-03-22,조와 메추라기,묵로 이용우,사망,null,종이에 수묵담채,130.5x32cm,"1,000,000",N/A
2012-03-22,산수인물도,백송 지창한,사망,null,종이에 수묵담채,136x33.4cm,"1,000,000","1,000,000"
2012-03-22,산수인물도,작자미상,null,null,비단에 수묵담채,29.5x18cm,"7,000,000","4,000,000"
2012-03-22,산수도,표암 강세황,사망,null,종이에 수묵담채,28.5x30cm,"30,000,000",N/A
2012-03-22,쌍치도,현재 심사정,사망,null,비단에 수묵담채,21.7x19.3cm,"40,000,000","40,000,000"
2012-03-22,모자호도,청산도인,null,null,비단에 수묵채색,94.8x39.4cm,"5,000,000","8,300,000"
2012-03-22,노위도,난주 이하영,null,null,종이에 수묵,각 16.5x10cm,"12,000,000",N/A
2012-03-22,모란도,현재 심사정,사망,null,종이에 수묵,30x20cm,"7,000,000",N/A
2012-03-22,"파초도, 난",작자미상,null,null,비단에 수묵채색,각 24.5x22.4cm,"2,000,000","3,200,000"
2012-03-22,하화도,북산 김수철,null,null,종이에 수묵담채,156.5x33cm,"40,000,000",N/A
2012-03-22,황강노절도,수운 유덕장,사망,null,종이에 수묵,128x87.5cm,"70,000,000",N/A
2012-03-22,불정대,현재 심사정,사망,null,비단에 수묵담채,30x28.5cm,"15,000,000","21,000,000"
2012-03-22,군마도,오원 장승업,사망,null,종이에 수묵,15x21.7cm,"25,000,000","27,000,000"
2012-03-22,화조영모도10곡병,오원 장승업,사망,null,종이에 수묵,각 130.5x35.5cm,"65,000,000",N/A
2012-03-22,평생도10곡병,작자미상,null,null,비단에 수묵채색,각 145x42cm,,"175,000,000"
2012-03-22,고사인물도,작자미상,null,null,비단에 수묵담채,116.5x45.5cm,"3,500,000",N/A
2012-03-22,묵포도도,작자미상,null,null,종이에 수묵,32.1x12.5cm,"1,000,000",N/A
2012-03-22,황룡도,작자미상,null,null,종이에 수묵채색,59x99cm,"20,000,000","20,000,000"
2012-03-22,묵란도,동주 심인섭,사망,null,비단에 수묵,132x44cm,"1,000,000","1,000,000"
2012-03-22,묵란도,소호 김응원,사망,null,종이에 수묵,138x40.7cm,"1,000,000",N/A
2012-03-22,석란도,소호 김응원,사망,null,종이에 수묵담채,132.5x47cm,"1,500,000",N/A
2012-03-22,묵란도,석파 이하응,사망,null,종이에 수묵,112x30.5cm,"2,500,000",N/A
2012-03-22,묵란도,운미 민영익,사망,null,종이에 수묵,43.5x65cm,"15,000,000","15,000,000"
2012-03-22,묵란도 : 소엽 에게,석파 이하응,사망,null,종이에 수묵,57.5x26.7cm,"5,000,000","5,300,000"
2011-12-08,매죽헌 외 목판,작자미상,null,null,나무에 서각,68x56.5cm 외,"14,000,000",N/A
2011-12-08,시고 목판 詩稿 : 두보 고시 杜甫 古詩 외,작자미상,null,null,나무에 서각,80x40cm 외,"20,000,000",N/A
2011-12-08,황도남북항성지구전후도 : 후도,작자미상,null,null,"종이에 먹, 채색",42x54cm,"1,500,000",N/A
2011-12-08,분란영지도,의재 허백련,사망,1974,종이에 수묵,41.5x30.5cm,"1,000,000",N/A
2011-12-08,모란괴석도,내고 박생광,사망,null,종이에 채색,67.5x130cm,"3,000,000",N/A
2011-12-08,화조도,남정 박노수,사망,null,종이에 수묵담채,27x67.5cm,"800,000","800,000"
2011-12-08,풍죽도,해강 김규진,사망,null,종이에 수묵,128x30.5cm,"1,200,000","1,200,000"
2011-12-08,설경산수도,목재 허행면,사망,1965,종이에 수묵담채,129.9x32.7cm,"1,000,000","1,000,000"
2011-12-08,한강어수도,의재 허백련,사망,null,종이에 먹,31x55cm,"1,800,000",N/A
2011-12-08,고사관수도,우청 황성하,사망,null,종이에 수묵담채,26.1x23.5cm,"1,000,000","1,200,000"
2011-12-08,설경산수도,심산 노수현,사망,null,종이에 수묵담채,32.3x128.6cm,"5,000,000","5,600,000"
2011-12-08,산수도,작자미상,null,null,종이에 수묵담채,51.8x35.8cm,"1,500,000",N/A
2011-12-08,산수도,고암 이응노,사망,null,종이에 수묵,26x23cm,"2,000,000","2,000,000"
2011-12-08,화조도2폭,석범 이건필,사망,null,비단에 수묵,각 30x24.7cm,"3,000,000","4,200,000"
2011-12-08,죽림칠현도,이당 김은호,사망,null,비단에 채색,43x138cm,"5,000,000",N/A
2011-12-08,단오풍경 端午風景 : 설봉 전택부 雪峰 全澤鳧 선생께,운보 김기창,사망,null,종이에 수묵채색,32x40.9cm,"3,000,000","3,000,000"
2011-12-08,세동도,정재 최우석,사망,null,종이에 수묵담채,32.2x111.5cm,"3,000,000","3,000,000"
2011-12-08,서창청공도,해강 김규진,사망,1921,종이에 수묵,34.7x123.5cm,"2,500,000",N/A
2011-12-08,오봉당대선사영정,작자미상,null,null,비단에 수묵채색,109.3x78.3cm,"15,000,000","15,000,000"
2011-12-08,우도,작자미상,null,null,비단에 수묵,20.5x15.1cm,"6,000,000","6,300,000"
2011-12-08,원앙도,작자미상,null,null,종이에 먹,42.8x27.3cm,"3,000,000",N/A
2011-12-08,송학도,긍원 김양기,null,null,비단에 수묵,26.3x18.5cm,"4,500,000",N/A
2011-12-08,포도도,휴휴당 이계호,사망,null,종이에 수묵담채,35x48cm,"2,000,000","2,700,000"
2011-12-08,산수인물도,작자미상,null,null,종이에 수묵담채,82.5x31.2cm,"3,000,000",N/A
2011-12-08,묵죽도,작자미상,null,null,종이에 먹,114.5x28cm,"3,500,000","3,500,000"
2011-12-08,기려도,작자미상,null,null,비단에 수묵채색,60.8x36.2cm,"3,500,000",N/A
2011-12-08,연로도,전 창강 조속,사망,null,종이에 수묵,29.5x24.5cm,"6,000,000",N/A
2011-12-08,산수도10곡병,작자미상,null,null,종이에 수묵담채,각 81x36cm,"8,000,000",N/A
2011-12-08,묵매도,매창 조지운,사망,null,비단에 수묵,21.3x27.6cm,"10,000,000","13,000,000"
2011-12-08,화조도6첩,작자미상,null,null,종이에 수묵,각 45x28.2cm,"12,000,000",N/A
2011-12-08,괴석호접도,작자미상,null,null,비단에 수묵채색,117.5x72.1cm,"5,000,000",N/A
2011-12-08,매화서옥도,송재,null,null,비단에 수묵담채,31.3x34.3cm,"3,000,000",N/A
2011-12-08,감국소매 대련 / 묵죽도 대련,자하 신위,사망,null,"비단에 먹, 수묵",각 59.3x27.8cm / 각 128.1x61.3cm,"4,000,000","4,200,000"
2011-12-08,산수도,수산 정학수,사망,null,종이에 수묵담채,34x132cm,"6,000,000",N/A
2011-12-08,산수인물도,양송당 김시,사망,null,비단에 수묵,20.3x17.8cm,"4,000,000",N/A
