name,size,estimate,final_price
"귀이개, 비녀...",총 21점 일괄,"3,000,000","3,000,000"
낙선재 호박 ...,73㎝,"3,000,000",
영친왕 이은과...,25×33㎝,"2,000,000","2,000,000"
장도 3점*,"①113㎝, ②106㎝, ③86㎝","1,000,000","1,000,000"
우각 신선문공...,"①43.5㎝, ②43㎝","300,000","300,000"
[나의 소년시...,27.5×21.5㎝,"40,000,000","40,000,000"
묘법연화경 권...,31×19.5㎝,"500,000","900,000"
격몽요결,25×15㎝,"500,000","500,000"
학봉선생문집,31.5×21.5㎝,"200,000","200,000"
외암문집 건·...,"필사본-30×20.3㎝, 목판본-31×21㎝","300,000","300,000"
정재선생문집 ...,29.5×20.5㎝,"800,000","900,000"
"초본 징비록,...","징비록-23.5×25.5㎝, 양촌집-26×15㎝, 고려사절요-28×17.5㎝, 보한재집-27×15.5㎝, 난후잡록-27×16㎝, 소수서원등록-30×20㎝, 조선부-26×16㎝","500,000","800,000"
인조 어필 탁...,46.5×29.5㎝,"500,000","1,600,000"
대한신지지부지...,36×31㎝,"2,000,000","2,000,000"
경도도,33×57㎝,"700,000","1,100,000"
푸른 산,39×41㎝,"500,000",
산화지발,48.5×46㎝,"200,000","200,000"
소 싸움,37×44.5㎝,"400,000","600,000"
사시청풍,41×32㎝,"200,000","250,000"
포도와 다람쥐,31×35㎝,"3,000,000",
강촌효조,70×57㎝,"400,000","400,000"
송죽도,105×120㎝,"500,000","700,000"
귀거래사,60.5×166㎝,"600,000","700,000"
서원아집도,65.5×213㎝,"600,000","1,400,000"
죽림칠현도,46×242㎝,"600,000","1,200,000"
합작 화조도(...,31×125㎝,"500,000","500,000"
상산사호도,36.5×121㎝,"500,000","900,000"
청풍고절,137×32.5㎝,"600,000",
조중득선,165×72.5㎝,"800,000","800,000"
노승도,142×66㎝,"500,000","900,000"
백납도 8폭병...,100×50㎝,"1,200,000","1,200,000"
기명절지도 1...,104×33.5㎝,"300,000","950,000"
팔군자 8폭병...,80.5×30.5㎝,"800,000","800,000"
사군자 8폭병...,86.5×29㎝,"300,000","950,000"
홍매도·시고 ...,"홍매도-66.3×24㎝, 시고-33×24㎝","2,500,000","4,400,000"
조식잠 8폭,49.5×31.5㎝,"1,500,000",
교지 외 공문...,총 5점 일괄,"300,000","300,000"
간찰 33점,총 33점 일괄,"1,500,000",
간찰 30점,총 30점 일괄,"1,500,000","1,500,000"
휘호('외유내...,69×28㎝,"15,000,000",
휘호('백전백...,44×126㎝,"600,000","1,200,000"
휘호('산고수...,32.5×128㎝,"500,000","800,000"
휘호('안심사...,31×119㎝,"400,000","600,000"
김청람 수연시,62×52.5㎝,"300,000","350,000"
휘호('사불출...,32.5×51.5㎝,"300,000","300,000"
휘호('학수천...,41.5×33㎝,"200,000","300,000"
용계에서,41×53㎝,"500,000","800,000"
군산에서,38×45.5㎝,"500,000","700,000"
유달산,65×90㎝,"500,000",
목장,50×61㎝,"500,000","6,600,000"
평등원,24×33.3㎝,"400,000","400,000"
복숭아,23×45.5㎝,"600,000","600,000"
상점,27.5×20.5㎝,"1,000,000","2,300,000"
새벽길,72×72㎝,"1,500,000",
자연 이미지,61×73㎝,"600,000",
난초,66×81㎝,"5,000,000","5,500,000"
나그네,64.5×53㎝,"6,000,000","6,500,000"
Mystic,152×183㎝,"2,500,000","2,500,000"
생성,77×113㎝,"1,000,000",
Hidden ...,124×91㎝,"1,500,000","1,500,000"
동해 일출,125×75㎝,"1,000,000","1,200,000"
만추,126×107㎝,"1,000,000","1,400,000"
꿈꾸는 소녀,102×71㎝,"800,000","2,000,000"
매듭 3부작,60×180㎝,"1,500,000","1,600,000"
경천사 10층...,33.5×25.5㎝,"300,000",
스페인 바르셀...,53×46㎝,"300,000","300,000"
이태리 소렌토,46×53㎝,"300,000","350,000"
부채 - 선녀...,16.5×53㎝,"300,000","800,000"
두 친구,43×52㎝,"300,000","300,000"
동리,47×29.5㎝,"300,000","400,000"
"#67, #6...",27×22.3㎝(2EA),"300,000","300,000"
판화 고무판(...,"①7.2×17㎝, ②8×13㎝","800,000","800,000"
무제 12점,51×38㎝(12EA),"500,000","500,000"
African...,28.5×20.5㎝,"2,000,000",
John Le...,33.5×27㎝,"2,500,000",
MAT,67.5×47㎝,"1,200,000",
어떤 여행,29×34×40㎝,"1,500,000","1,500,000"
향촌,82㎝,"1,300,000","1,700,000"
마제 석부 9...,총 9점 일괄,"1,000,000","1,200,000"
청자 표형주전...,22×3×10㎝,"2,000,000","2,000,000"
청자 발우,9.3×20×6.5㎝,"2,000,000","2,000,000"
청자양각 포도...,7.5×19×6.5㎝,"7,000,000",
청자상감 여지...,9×20.5×6.5㎝,"800,000",
청자상감 우점...,3.5×7.3×4㎝,"1,200,000","1,200,000"
백자음각 당초...,3.7×6.5×4.5㎝,"3,000,000","3,000,000"
분청 덤벙대발,13×19×11㎝,"15,000,000",
분청 덤벙발,9.5×17.5×6㎝,"4,000,000",
분청상감 귀얄...,4.5×13.5×4.5㎝,"2,000,000","2,400,000"
청자음각 화훼...,16×22×21㎝,"15,000,000","15,000,000"
청자상감 과형...,18×4.5×9㎝,"10,000,000",
분청 인화문삼...,15.2×7.5×6.5㎝,"15,000,000",
분청조화 쌍어...,30×6×8㎝,"15,000,000",
백자청화 쌍룡...,48.5×15×15.5㎝,"15,000,000","15,000,000"
백자철화 운룡...,24.5×12×13.5㎝,"10,000,000",
백자청화 화조...,8.5×15×6.5㎝,"15,000,000",
백자청화 화장...,"①4×1.5×3㎝, ②3×2.5×2.5㎝, ③3×2×2.2㎝, ④2.6×5×3㎝, ⑤2.5×2.5×3㎝","3,000,000","5,100,000"
백자 인형 1...,총 12점 일괄,"6,000,000",
백자 제기,11×25×13㎝,"1,000,000",
백자 도형연적,5×4.3㎝,"1,200,000","1,300,000"
백자청화 '천...,4×7.5×6.5㎝,"1,500,000","1,500,000"
오지 굴뚝 2...,"①135×28.5×26㎝, ②65×23㎝","1,000,000","1,000,000"
충청도 책장,106.5×37.5×89.5㎝,"400,000","400,000"
남한산성 반닫...,81.5×44×86.5㎝,"2,500,000","3,200,000"
화류목 거실 ...,"소파長-110.5×181.5×56.5㎝, 소파短-110.5×66.5×56.5㎝(3EA), 탁자-36×90×150.5㎝","800,000","1,000,000"
금동 여래입상...,"①5.4㎝, ②·③4㎝, ④3.3㎝","5,000,000","6,000,000"
은제 비취장식...,총 8점 일괄,"7,000,000","7,000,000"
은제 목단문신...,14.5×4.5×9.7㎝,"700,000","700,000"
곱돌 '수복'...,17×18.5×18.5㎝,"1,800,000","2,600,000"
현판('유신'...,45×182㎝,"1,000,000","1,000,000"
초충문·파초문...,21×58㎝,"3,500,000","4,400,000"
좌장,53×18㎝,"700,000","700,000"
화각 영모화훼...,60.5㎝,"4,000,000",
목제 필통,17.5×19.5×20㎝,"500,000",
"아기 당혜, ...","①3×5×15㎝, ②3×4×14.5㎝","2,000,000",
운학문 흉배 ...,"①19×17㎝, ②17.5×16㎝","1,400,000","1,400,000"
동제은상감 화...,16.5×1.8×6.5㎝,"3,000,000",
나전칠기 포류...,3×36×32.7㎝(5EA),"3,000,000","3,000,000"
청동 뇌문양이...,"①15×8×10.8㎝, ②22.2×33.5×31㎝","10,000,000",
"낙선재 경대,...",총 8점 일괄,"1,200,000","1,200,000"
"영친왕 이은,...",55.5×46㎝,"1,000,000",
한국병합조서 ...,40×55.5㎝,"1,000,000",
제23회 로스...,12×25㎝,"1,000,000","1,000,000"
평양 사진,34×138㎝,"500,000",
소설 '노인과...,21×15㎝,"3,000,000",
조선도자기 육...,22.5×25.5㎝,"1,000,000",
산도첩(59장...,20×38㎝,"1,500,000",
묵서첩(26장...,30.5×28.5㎝,"3,000,000",
진초첩,48×29㎝,"5,000,000",
석파간독,24×13㎝,"6,000,000",
운학도,37×44.5㎝,"1,000,000",
선유도,53×52.5㎝,"1,500,000","1,500,000"
목련,61×73㎝,"1,500,000",
선동취생도,36.5×29.5㎝,"2,500,000","2,500,000"
청목어,64×124㎝,"900,000",
영화부귀*,67.5×137.5㎝,"1,000,000","1,000,000"
동파선생도,35×106㎝,"1,500,000","1,700,000"
호접도,40×102㎝,"2,500,000",
초당춘모,135×33.5㎝,"1,300,000",
"춘강어락, 귀...",129.5×29㎝(2EA),"600,000",
월매도,77×29.5㎝,"500,000","600,000"
"난, 대나무",132×32㎝(2EA),"600,000","600,000"
풍죽도,130.5×40㎝,"600,000",
청영요풍,148×38㎝,"800,000","800,000"
어해도 2점,100.5×26.5㎝(2EA),"1,000,000","1,200,000"
시왕도,125×62㎝,"1,200,000",
불화,96×52㎝,"800,000","800,000"
화훼도 10폭...,101.5×32㎝,"12,000,000","12,000,000"
수렵도 8폭병...,73×30㎝,"3,500,000","3,500,000"
장생도 8폭병...,74×32.5㎝,"3,000,000","3,000,000"
괴석묵모란도 ...,103.5×43㎝,"7,000,000","7,000,000"
춘경산수 8폭...,92×323㎝,"1,000,000","1,000,000"
강상도 8폭연...,92×312㎝,"2,000,000","2,000,000"
산수화훼도 1...,81×35㎝,"2,500,000","2,500,000"
문자도 8폭병...,110×32.5㎝,"2,000,000","2,000,000"
문자도 5폭,84×32㎝(5EA),"1,300,000","1,300,000"
문자도 10폭...,87×34㎝,"1,500,000","1,600,000"
휘호('비룡재...,30.5×184.5㎝,"8,000,000",
시고 2점*,92.5×31㎝(2EA),"1,000,000","1,200,000"
휘호('향성무...,31.5×108.5㎝,"800,000","800,000"
휘호('감로'...,106×67㎝,"500,000","500,000"
일원상,43×41㎝,"8,000,000",
휘호('적멸위...,65×27.5㎝,"10,000,000","12,000,000"
휘호('수출산...,30×109㎝,"10,000,000","10,000,000"
휘호('탄토육...,31.5×128㎝,"600,000","900,000"
선면('당무유...,39.5×27.5㎝,"500,000","800,000"
휘호('평화 ...,24.5×73.5㎝,"3,500,000",
산의 소리 -...,38×45.5㎝,"600,000","600,000"
월출산,91×73㎝,"600,000",
산젠인,31×40㎝,"500,000","550,000"
뱃놀이,21×33㎝,"700,000","800,000"
여름,61×72.5㎝,"800,000","900,000"
제주 풍경,23.5×33㎝,"1,200,000","2,200,000"
동해 주문진 ...,45.5×53.5㎝,"500,000","500,000"
가화선식,99.5×327㎝,"5,000,000","5,000,000"
카이로,26.5×36.5㎝,"20,000,000","20,000,000"
Closed ...,48×36㎝,"20,000,000","20,000,000"
엽전,81.5×57㎝,"1,500,000",
Lily*,46.5×38㎝,"500,000","5,200,000"
Play th...,50×50㎝(2EA),"1,600,000","1,600,000"
도시의 기억,59×80㎝,"1,000,000","6,500,000"
몽골화첩기행 ...,37×55㎝(13EA),"1,000,000","1,200,000"
Kiera·S...,14.5×10.5㎝(2EA),"700,000",
Pumpkin...,9.5×7.5㎝(2EA),"1,000,000","1,100,000"
토기 양이호 ...,"①18×10㎝, ②21×18㎝, ③22×13㎝","300,000","350,000"
토기 호 6점,"①24×20㎝, ②32×22.5㎝, ③30×19㎝, ④22×15.5㎝, ⑤20×17.5㎝, ⑥18.5×17.5㎝","600,000","600,000"
문양전 3점,총 3점 일괄,"1,500,000",
인면문 망와,24×28×29㎝,"200,000","450,000"
토기 정병,29×1×9㎝,"400,000","500,000"
청자 완,6.5×16.5×4.5㎝,"300,000","450,000"
분청 인화명문...,4.5×10.1×4㎝,"300,000","300,000"
청자음각 쌍어...,5×16×4.5㎝,"1,000,000","1,000,000"
청자철화 삼엽...,27×6×9㎝,"2,000,000",
분청상감 연당...,8.5×18×5.5㎝,"3,000,000",
백자 팔각병,15×5×6㎝,"800,000","1,100,000"
백자 병 4점,"①9.5×4×5㎝, ②18.7×6×7.5㎝, ③20.8×6.5×9㎝, ④17×5.5×7.5㎝","500,000","800,000"
백자 완,6×14×5.5㎝,"200,000","200,000"
백자 소호 2...,"①8.3×5.3×5.3㎝, ②11.3×6.8×6.3㎝","300,000","350,000"
백자 잔 2점,"①2.5×5.5×2.5㎝, ②3.5×7×3.4㎝","200,000","350,000"
백자청화 죽엽...,"①8×6.7×6㎝, ②7.7×7×6㎝","500,000","700,000"
백자청화 화접...,"화접문-11×9×7㎝, 불수문-14.8×10.5×8.5㎝","300,000","600,000"
백자청화철화양...,6.3×8×8㎝,"2,500,000","2,500,000"
백자청화 '복...,10.3×12×8㎝,"2,000,000",
백자청화채 운...,13.5×2.5×5.7㎝,"5,000,000","12,500,000"
백자청화채 반...,4.5×3.5×5.6㎝,"8,000,000","10,500,000"
청자상감 풍속...,26×8×12㎝,"300,000","350,000"
청자상감 석류...,36×6×9㎝,"500,000","500,000"
청자상감 귀갑...,9.5×6.5×7㎝,"350,000","450,000"
분청 송학문양...,42.5×18.5×15㎝,"400,000","700,000"
분청철화 풍속...,74.5×22×24㎝,"500,000","600,000"
백자상감 학문...,10×11×6㎝(2EA),"400,000","500,000"
경기도 이층장,141.5×53×108㎝,"600,000","600,000"
삼층장,169×53×116㎝,"300,000","300,000"
개구멍 이층농,111×34×78.5㎝,"400,000","500,000"
강화 반닫이,96×53×106㎝,"500,000","700,000"
남해 반닫이,66×56×122㎝,"2,500,000","2,500,000"
목제옥조 화훼...,"장-120×41.5×76㎝(2EA), 책장-120×31×61㎝(2EA)","800,000","900,000"
풍구,100×47×134.5㎝,"300,000","300,000"
먹감 향상,38.5×26×48.5㎝,"400,000",
문갑,40×39.5×82.5㎝,"400,000",
통영 사각함 ...,30.5×37.5×54.5㎝(2EA),"1,000,000","1,000,000"
나전칠기 운봉...,12.5×23×38㎝,"1,500,000",
나전칠기 용봉...,9×17.5×31.5㎝,"800,000",
나전칠기 당초...,6×17×17㎝,"500,000","500,000"
나전칠기 매죽...,35×46×46㎝,"2,500,000",
나전칠기 포도...,22×34.5×69.5㎝,"400,000","700,000"
효제충신명문 ...,16×33.5㎝,"500,000","500,000"
운학문 연상,32×30×46㎝,"800,000",
수명문 필함,13×12×31㎝,"400,000",
상아 붓*,32㎝,"800,000","900,000"
지승 필통,13×9×9㎝,"800,000","800,000"
대모 팔각필통,12.5×9.5×9.5㎝,"800,000",
대모 운룡문필...,11.5×9.5×9.5㎝,"300,000","400,000"
청동 귀면문연...,1.5×3.5×4㎝,"200,000",
먹 2점,"①22×10.5㎝, ②26.5×10㎝","1,000,000","1,000,000"
옥제 먹상,2×5×8.3㎝,"300,000","350,000"
무쇠 드므,45.5×78×26㎝,"2,000,000",
청동 화로,22×49.5×33㎝,"500,000",
동제은상감 용...,6.5×24×9㎝,"300,000","300,000"
유기 푼주,35.5×49×38.5㎝,"400,000","400,000"
황동 영모화훼...,19×16×16㎝,"1,000,000","1,000,000"
칠보 장생문보...,14.7×12.5×23㎝,"300,000","300,000"
황동나전칠기 ...,43×7×20.7㎝,"300,000","300,000"
금제 세환이식...,7㎝(2EA),"30,000,000","30,000,000"
화문석 2점,"①255×188.5㎝, ②285×179㎝","300,000","350,000"
죽제 발 3점,168×47㎝(3EA),"300,000","300,000"
조선 국궁,45×99㎝,"300,000",
현판(시고),40×145㎝,"300,000",
여성 장신구 ...,일괄,"1,000,000","1,000,000"
자수 베개 4...,88×18×56.5㎝(45점 묶음),"400,000","600,000"
"윷, 승경도,...",일괄,"1,500,000","1,800,000"
팔걸이,15.5×17×5.5㎝,"300,000","350,000"
목조 거북이,9.5×11×17㎝,"500,000","600,000"
바둑판,26×41.5×41.5㎝,"600,000",
주칠목각 쌍룡...,5.8×19×30.5㎝,"1,000,000",
옻칠 화훼문향...,35㎝,"300,000","300,000"
금강역사 목판...,39×21㎝(2EA),"1,500,000",
목조 아미타불...,29㎝,"1,000,000","1,000,000"
조선은행 금권...,9.5×16㎝,"3,000,000",
상아 풍속문단...,"①45㎝, ②44㎝, ③35.5㎝","1,000,000","1,100,000"
OMEGA S...,13.5㎝,"1,000,000",
필도,33×19.5㎝,"300,000",
임서첩,35×33㎝,"500,000","800,000"
퇴계선생언행습...,23.5×14㎝,"300,000","400,000"
해암주문공상,40.5×26.5㎝,"300,000","450,000"
사계선생유적,29.5×20.5㎝,"400,000","2,300,000"
율촌유고,25.5×17.5㎝,"300,000","850,000"
택리지,23.5×18.5㎝,"200,000","250,000"
평산신씨세보,42.5×30㎝,"300,000",
삼국지 20책...,27.5×18.5㎝,"1,000,000","1,000,000"
청송록 2책,29×18㎝,"200,000","650,000"
산묵보서첩,35.5×31.5㎝,"200,000","550,000"
현수제승법수,23×15.5㎝,"10,000,000","10,000,000"
이충무공전서 ...,35×22㎝,"8,000,000","15,000,000"
호남 명현 간...,32.5×22㎝,"1,000,000","2,400,000"
풍속 화첩,26×36㎝,"1,000,000","1,800,000"
서설상록,32×39㎝,"500,000","500,000"
선면 귀로,21×52㎝,"300,000",
매묘도,33×35㎝,"300,000",
전가추색,45.5×48.㎝,"300,000","350,000"
야금모행,22.5×30㎝,"700,000",
백사 이항복 ...,69×43㎝,"1,500,000",
석류와 팔가조,131.5×32㎝,"300,000","350,000"
"국화, 석류",130×32.5㎝(2EA),"300,000","300,000"
구고청향,126.5×30.5㎝,"1,500,000",
추풍롱청,121×32㎝,"200,000",
공작도*,162×69㎝,"500,000","600,000"
세한삼우,32×128㎝,"600,000","600,000"
창송다수,31.5×125㎝,"300,000","550,000"
강산설청,32×128㎝,"900,000","900,000"
고악방우,30×76.5㎝,"500,000","500,000"
추강연우,32×126㎝,"300,000",
선화('무사'...,70×135.5㎝,"300,000","350,000"
신중도,127×154㎝,"500,000","500,000"
묵서·화조도 ...,64×32㎝,"6,500,000","21,500,000"
묵매도 10폭...,117×29.5㎝,"1,500,000","1,600,000"
책가도 8폭연...,130×416㎝,"500,000","900,000"
백납도 10폭...,86×27.5㎝,"700,000","900,000"
백납도 10폭,116×30㎝,"700,000","1,000,000"
자수 십장생도...,128×429㎝,"500,000","600,000"
시고 8폭서병,73×40.5㎝,"300,000","350,000"
시고 대련*,130×32㎝(2EA),"500,000","600,000"
제갈량 출사표,120.5×36㎝,"200,000","200,000"
휘호('천창만...,32×124㎝,"300,000",
휘호('극기치...,36×129㎝,"300,000","400,000"
휘호('선'),112.5×62㎝,"800,000","800,000"
은사경 시고,36×20㎝,"1,000,000","1,000,000"
광산 김씨 김...,"55×66㎝(7EA), 80×55㎝","300,000","300,000"
덕수 이씨 이...,총 34점 일괄,"3,000,000","3,000,000"
세느강,24.5×33.5㎝,"300,000","500,000"
월내면 비학마...,38×45.5㎝,"300,000",
물랑루즈,40.5×32㎝,"300,000","350,000"
부채 - 장미,30.5×20.5㎝,"200,000","200,000"
일출 - 신망...,53×45㎝,"700,000",
고향,54×45.5㎝,"300,000",
고고학적 기상...,38×70.5㎝,"700,000","700,000"
선험적 이미지,50×61㎝,"300,000","350,000"
꿈 속의 소녀,13.5×10.5㎝,"3,000,000",
소나무가 있는...,97×162㎝,"8,000,000","8,000,000"
들녘,32×41㎝,"400,000","400,000"
흥남 철수,45×89.5㎝,"1,500,000","1,500,000"
달마반야,122×93㎝,"300,000","7,700,000"
"동자, 뱀",52.5×84.5㎝,"300,000","1,400,000"
원숭이,67×67×㎝,"2,500,000","2,500,000"
웃음과 건강,31×40㎝,"400,000",
삽화 4점,16×23.5㎝(4EA in 1 Frame),"400,000",
REVE DE...,84×103㎝,"300,000","300,000"
Lo Que ...,71.5×53㎝,"1,000,000",
Jeanne ...,87×56㎝,"300,000","550,000"
오병이어,27×33.3㎝,"1,500,000","1,600,000"
비둘기,21×22㎝,"1,000,000","1,000,000"
토기투각 인화...,10.5×7.5×9㎝,"12,000,000","13,000,000"
녹유 전,5×28×28㎝,"3,000,000","3,500,000"
용두,32.5×30×38㎝,"1,500,000","1,500,000"
청자상감 목단...,23×4×7.5㎝,"500,000","500,000"
분청상감 초화...,15.2×4×5㎝,"1,000,000","1,000,000"
청자 주전자,16×3×9.5㎝,"2,000,000","2,000,000"
청자양각 도형...,10.5×5.7㎝,"6,000,000","6,000,000"
청자음각 당초...,5×3.5×6.5㎝,"800,000","800,000"
분청 인화우점...,8.3×20×6.5㎝,"3,000,000","3,000,000"
청자철화 연당...,26×5.5×9.3㎝,"15,000,000","15,000,000"
분청 우점문장...,23×6×8.5㎝,"10,000,000","10,000,000"
백자청화 용봉...,52×18×17.5㎝,"8,500,000","8,500,000"
백자상감 연당...,35.5×8×11㎝,"100,000,000",
백자철화 조죽...,33×7.5×9.5㎝,"10,000,000","12,000,000"
백자철화 호랑...,14×8.5×15㎝,"150,000,000",
백자 화형잔,3.5×12×5㎝,"600,000","1,200,000"
백자청화 '만...,9×6.3×7㎝,"1,500,000","1,500,000"
백자청화 육각...,3.5×3×3.5㎝(2EA),"1,000,000","1,000,000"
백자청화채 해...,4.2×5.3×7.5㎝,"1,500,000","2,800,000"
백자청화 칠성...,6×12.5×8.2㎝,"500,000","600,000"
백자철화 '시...,9×17.5×6.5㎝,"1,000,000","1,000,000"
백자청화 안동...,"지석-2×19×13.5㎝(5EA), 뚜껑-11×9.5×29.5㎝","3,500,000","3,500,000"
회령요 백자청...,30.5×17.5×11.5㎝,"3,000,000","3,000,000"
남원 이층장,110.5×40×95㎝,"3,500,000","3,500,000"
먹감 책반닫이,80.5×41×96㎝,"2,000,000",
약소반,19.5×24×33㎝,"1,000,000","1,000,000"
현판('환연태...,32×101㎝,"1,500,000","1,600,000"
현판('장수산...,37.5×121㎝,"1,500,000","2,200,000"
목어,25.5×78㎝,"1,000,000","1,100,000"
표주박 2점,"①9.5×17.5×11㎝, ②6×12.5㎝","1,300,000",
목제 화훼문삼...,13.5×18.5×42.5㎝,"1,000,000",
주칠 '용강'...,9×12×18㎝,"3,000,000",
나전칠기 칠보...,11.5×8.5×25㎝,"2,500,000","2,700,000"
자수 베개 2...,총 10점 일괄,"1,000,000",
금사 쌍호문 ...,"버선본집-9×9㎝, 버선본-26.8㎝","5,000,000","5,000,000"
자수 공예품 ...,총 10점 일괄,"600,000",
목화,23.5×23×6㎝,"700,000","700,000"
곱돌 주전자,12×13×11㎝,"500,000","800,000"
목제 연봉등잔...,75㎝,"1,200,000","1,300,000"
대모 붓 3점...,총 5점 일괄,"2,500,000","2,500,000"
나전칠기 안료...,8.5×21.5×33.5㎝,"1,500,000",
우각 호패 7...,총 16점 일괄,"500,000","3,200,000"
"수염빗 6점,...",총 8점 일괄,"1,300,000",
"안경 4점, ...",총 10점 일괄,"1,500,000","1,500,000"
어피 환도,68.5㎝,"2,000,000","2,200,000"
비취 준마상*,13×7.5×19.5㎝,"1,000,000","1,400,000"
옥제 장생문붓...,26.5×4㎝,"800,000","800,000"
안소니아 앤틱...,31×12.5×40㎝,"800,000",
청동 앤틱 시...,45.5×19×52㎝,"500,000",
제24회 서울...,총 3 Set 일괄,"800,000","5,000,000"
부적 3점,23.5×16㎝(3EA in 1 Frame),"1,000,000",
천상열차분야지...,94×73.5㎝,"1,200,000","1,200,000"
전라도 56관...,41.5×46㎝,"1,000,000","1,100,000"
화훼도,45×54㎝,"1,000,000",
춘양화집,67.5×79㎝,"1,500,000","1,500,000"
조어도,25×37㎝,"1,500,000","1,500,000"
매작도,31×45.5㎝,"800,000",
송령학수,33×42㎝,"600,000","600,000"
매작도('소염...,33×31㎝,"1,000,000","1,000,000"
미불배석,27.3×36.3㎝,"1,000,000","1,000,000"
애춘,24×27㎝,"1,000,000","1,000,000"
폭포,47×24㎝,"1,000,000",
시장,44×51㎝,"500,000",
동자와 거위,17.5×16.5㎝,"1,000,000",
"묵매도, 묵국...",106×42㎝(4EA),"6,000,000","6,500,000"
"묵란도, 묵매...",63×32.5㎝(2EA),"600,000","700,000"
"국화, 장미",131.5×32.5㎝(2EA),"600,000","600,000"
화조도 대련,63×35.5㎝,"500,000",
수하선인도,138×34㎝,"600,000","600,000"
연무춘풍,96.2×34㎝,"500,000",
죽림쌍계도,94×44㎝,"8,000,000",
해도일천리,65×131㎝,"2,500,000",
남해 기관이,62×96.5㎝,"1,000,000","1,200,000"
일월오봉도,84.5×173㎝,"2,000,000","2,000,000"
불화 3점,116.5×60㎝(3EA),"700,000","900,000"
무속화,151×192㎝,"1,200,000",
합작 사군자·...,131.5×38.5㎝,"2,000,000","2,800,000"
무이구곡가 1...,"백수백복도-139×42㎝, 문자도-139×42㎝","2,500,000","2,900,000"
낙지론 8폭병...,120.5×26.5㎝,"12,000,000","12,000,000"
주자가훈 10...,106×33㎝,"1,000,000",
시고*,118×35㎝,"1,000,000","1,700,000"
휘호('백년해...,98.5×38㎝,"600,000","700,000"
휘호('임원분...,107.5×33㎝,"500,000","700,000"
휘호('민구인...,46.5×124.5㎝,"600,000","800,000"
휘호('국토통...,47×133㎝,"800,000","800,000"
휘호('신의일...,34×102.5㎝,"800,000","1,400,000"
묵서,20.5×87.5㎝,"700,000","1,400,000"
묵서('솔아 ...,31×133㎝,"5,000,000","5,000,000"
과지,63×220㎝,"1,000,000",
간찰 23점,총 23점 일괄,"2,000,000","2,000,000"
간찰 21점,총 21점 일괄,"2,000,000","2,000,000"
간찰 20점,총 20점 일괄,"2,000,000","2,000,000"
간찰 25점,총 25점 일괄,"2,000,000","4,200,000"
간찰 26점,총 26점 일괄,"2,000,000","4,400,000"
"단장지가, 조...",26.5×18㎝(2EA in 1 Frame),"5,000,000",
울산바위,41.5×61㎝,"600,000","600,000"
사랑소풍 - ...,80.5×117㎝,"1,000,000","1,500,000"
향원정,71.5×70㎝,"800,000","800,000"
말과 글,40×31㎝,"1,500,000","1,500,000"
소녀와 장미,49×59㎝,"1,500,000","1,500,000"
흥장무,41×53㎝,"1,000,000",
층 - 정물,61×72㎝,"1,000,000","1,000,000"
층 - 청자 ...,73×61.5㎝,"1,000,000","1,000,000"
층 - 아이리...,70×70㎝,"1,500,000","1,500,000"
층 - 행복한...,70×70㎝,"1,500,000","1,600,000"
EMOTION,54×41㎝,"600,000",
세 여인,45×51.5㎝,"500,000","500,000"
박정희 대통령...,90.5×73㎝,"3,000,000","3,000,000"
The Vio...,90×199㎝,"2,000,000","2,000,000"
색 공간 - ...,19×29㎝,"1,000,000","1,000,000"
In Betw...,46×40㎝,"500,000",
평행선의 대화,91×117.5㎝,"800,000","800,000"
남성 흉상,57×17×20㎝,"500,000",
성모자상,35.5㎝,"500,000","500,000"
청자음각 연화...,20.8×3×8㎝,"80,000,000","80,000,000"
청자상감 쌍용...,31×6.3×10.6㎝,"50,000,000","50,000,000"
분청상감 목단...,32×5.7×10.5㎝,"50,000,000","70,000,000"
분청상감 인화...,23×5.5×9.5㎝,"50,000,000","65,000,000"
분청박지 연당...,21.9×5.3×10㎝,"80,000,000","90,000,000"
분청철화 덤벙...,22×5×8㎝,"100,000,000","145,000,000"
분청철화 귀얄...,15.5×4×8㎝,"50,000,000","62,000,000"
백자청화 성새...,34×4.7×14㎝,"60,000,000","100,000,000"
백자청화 연당...,42×5×12.5㎝,"30,000,000","50,000,000"
백자청화채 통...,20.7×4.5×11㎝,"15,000,000","16,000,000"
마제 석검 4...,"①26.5㎝, ②37㎝, ③41㎝, ④43㎝","1,000,000","1,100,000"
토기 타날문호,17×15×17.5㎝,"1,000,000","1,000,000"
토기 대호,70×36.5㎝,"800,000","1,400,000"
토기 호 3점,"①33.5×20㎝, ②28×19㎝, ③25×20㎝","300,000","700,000"
토기 과형매병,35×5.5×11.8㎝,"400,000","600,000"
와당 14점,총 14점 일괄,"3,000,000","3,000,000"
"문양전, 와당...",총 5점 일괄,"1,000,000","1,000,000"
사자 장식 2...,5.5×5.5×9㎝(2EA),"300,000","500,000"
연화문 와당,44×39㎝,"400,000",
귀면 와 4점,총 4점 일괄,"400,000",
청자 유개소호...,"左-6×3.2×4.5㎝, 中-7×4×5㎝, 右-6.5×4×4.5㎝","1,000,000","1,100,000"
청자양각 목단...,5×17.5×7㎝,"4,000,000","4,000,000"
분청 귀얄문접...,"귀얄문-3.5×13×4.3㎝, 인화문-3.5×14.8×5㎝","200,000","300,000"
